                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.11.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20240625"                     5.00000E+001                     1.00000E+003                     1.98841E+033                     6.95700E+010                     3.82800E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                                 log_Lnuc                                  extra_L                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                             he_core_mass                             co_core_mass                            envelope_mass                   envelope_fraction_left                        dynamic_timescale                             kh_timescale                           mdot_timescale                   kh_div_mdot_timescales                            nuc_timescale                                 log_Teff                                    log_L                                   radius                                    log_g                             lum_div_Ledd                    surface_optical_depth                             log_center_T                           log_center_Rho                             log_center_P                                center_ye                                center_h1                               center_he4                               surface_h1                              surface_he4                              surface_c12                              surface_n14                              surface_o16                             total_energy                            rel_run_E_err                   total_angular_momentum                              i_rot_total                              num_retries                                num_iters                            delta_shu_top                            delta_shu_mid                        frac_ET_thickness                     thickness_bernouilli                    thermal_eq_difference                             model_number                                      age                              period_days                        binary_separation                                     rl_1                                     rl_2                            rl_overflow_1                            rl_overflow_2                   rl_relative_overflow_1                   rl_relative_overflow_2                              star_1_mass                              star_2_mass                        lg_mtransfer_rate                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                      fixed_xfer_fraction                        eff_xfer_fraction                                    J_orb                                 J_spin_1                                 J_spin_2                                  J_total                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                        P_rot_div_P_orb_1                        P_rot_div_P_orb_2                              donor_index                         ignore_rlof_flag                                  ET_RL_1                                  ET_RL_2                                ET_surf_1                                ET_surf_2                        contact_condition                       stopping_condition                      mtransfer_timescale                                        q                        pre_zams_or_relax                          runtime_minutes                         had_RLOF_at_ZAMS                                   had_ET                              had_contact 
                                       1                                     1071                     1.00000E+002                     2.00000E+000                     2.40000E+001                    -9.90000E+001                     1.10933E+001                     4.62019E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     5.22364E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.57273E+034                     2.33345E+034                                        6                     4.40946E-002                                        5                     1.84856E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.02705E-003                     3.28616E+004                     2.40000E+100                     1.36924E-096                     3.67108E+006                     4.56503E+000                     4.81542E+000                     6.31389E+000                     4.21768E+000                     3.73451E-001                     6.66667E-001                     7.56978E+000                     6.35426E-001                     1.64257E+001                     8.56810E-001                     7.13618E-001                     2.71850E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.10642E+050                    -7.32769E-011                     4.60331E+052                     7.35641E+056                                        0                                        3                                        0                                        0                                        0                                        0                     4.06609E+000                     1.00000E+000                     1.00000E+002                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -2.08210E-001                    -3.89738E-001                    -3.19238E-002                    -7.03268E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.60331E+052                     2.08195E+052                     1.58772E+054                    -1.03174E+037                     0.00000E+000                    -1.03174E+037                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.00656E+000                     1.00469E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -6.37475E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89535E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       2                                     1068                     2.35000E+002                     2.13033E+000                     2.40000E+001                    -9.90000E+001                     1.21387E+001                     5.04737E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     5.23281E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.57894E+034                     2.34209E+034                                        6                     4.52077E-002                                        5                     1.86527E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.03410E-003                     3.31793E+004                     2.40000E+100                     1.38247E-096                     3.72351E+006                     4.56250E+000                     4.80926E+000                     6.34275E+000                     4.21372E+000                     3.71744E-001                     6.66667E-001                     7.56600E+000                     6.23224E-001                     1.64099E+001                     8.56862E-001                     7.13723E-001                     2.71752E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.08905E+050                    -7.49865E-011                     4.68834E+052                     7.47154E+056                                        0                                        4                                        0                                        0                                        0                                        0                     3.78418E+000                     2.00000E+000                     2.35000E+002                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -1.79354E-001                    -3.69492E-001                    -2.74994E-002                    -6.66734E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.68834E+052                     2.11536E+052                     1.58890E+054                    -1.23424E+041                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -1.23414E+041                     0.00000E+000                     1.00532E+000                     1.00462E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -5.48988E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89535E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       3                                     1066                     4.17250E+002                     2.26067E+000                     2.40000E+001                    -9.90000E+001                     1.31331E+001                     5.46438E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     5.18439E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.54816E+034                     2.32136E+034                                        6                     3.93731E-002                                        5                     1.79365E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.04304E-003                     3.35146E+004                     2.40000E+100                     1.39644E-096                     3.78278E+006                     4.55954E+000                     4.80240E+000                     6.37925E+000                     4.20874E+000                     3.69876E-001                     6.66667E-001                     7.56167E+000                     6.09368E-001                     1.63919E+001                     8.56901E-001                     7.13800E-001                     2.71677E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.06936E+050                    -3.10161E-009                     4.76776E+052                     7.60758E+056                                        0                                        3                                        0                                        0                                        0                                        0                     3.11120E+000                     3.00000E+000                     4.17250E+002                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -1.42854E-001                    -3.42911E-001                    -2.19030E-002                    -6.18770E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.76776E+052                     2.15169E+052                     1.59006E+054                    -1.09834E+041                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -1.09824E+041                     0.00000E+000                     1.00652E+000                     1.00595E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -4.37061E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89535E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       4                                     1065                     6.63288E+002                     2.39100E+000                     2.40000E+001                    -9.90000E+001                     1.35580E+001                     5.63900E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     5.07763E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.47672E+034                     2.26105E+034                                        6                     2.73211E-002                                        5                     1.63225E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.05211E-003                     3.37555E+004                     2.40000E+100                     1.40648E-096                     3.83202E+006                     4.55688E+000                     4.79678E+000                     6.41616E+000                     4.20373E+000                     3.68402E-001                     6.66667E-001                     7.55789E+000                     5.97534E-001                     1.63764E+001                     8.56912E-001                     7.13823E-001                     2.71647E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.05243E+050                    -1.91893E-008                     4.84970E+052                     7.73070E+056                                        0                                        3                                        0                                        0                                        0                                        0                     1.87993E+000                     4.00000E+000                     6.63288E+002                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -1.05943E-001                    -3.12688E-001                    -1.62437E-002                    -5.64234E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.84970E+052                     2.19347E+052                     1.59130E+054                    -7.80082E+040                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -7.79979E+040                     0.00000E+000                     1.00628E+000                     1.00663E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -3.23875E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89535E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       5                                     1061                     8.88883E+002                     2.35333E+000                     2.40000E+001                    -9.90000E+001                     1.36133E+001                     5.63900E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     4.97682E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.40728E+034                     2.20516E+034                                        6                     1.71866E-002                                        5                     1.47991E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.05832E-003                     3.38387E+004                     2.40000E+100                     1.40995E-096                     3.85657E+006                     4.55534E+000                     4.79401E+000                     6.44139E+000                     4.20032E+000                     3.67676E-001                     6.66667E-001                     7.55584E+000                     5.91352E-001                     1.63682E+001                     8.56908E-001                     7.13816E-001                     2.71646E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.04356E+050                    -1.93381E-008                     4.91060E+052                     7.80017E+056                                        0                                        3                                        0                                        0                                        0                                        0                     9.81486E-001                     5.00000E+000                     8.88883E+002                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -8.07151E-002                    -2.88814E-001                    -1.23756E-002                    -5.21154E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.91060E+052                     2.23068E+052                     1.59228E+054                    -5.27464E+040                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -5.27361E+040                     0.00000E+000                     1.00396E+000                     1.00501E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -2.46513E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89536E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       6                                     1060                     1.19344E+003                     2.48366E+000                     2.40000E+001                    -9.90000E+001                     1.33592E+001                     5.56475E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     4.87070E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.32992E+034                     2.13297E+034                                        6                     8.22468E-003                                        5                     1.32058E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.06315E-003                     3.37744E+004                     2.40000E+100                     1.40727E-096                     3.86094E+006                     4.55456E+000                     4.79352E+000                     6.46097E+000                     4.19768E+000                     3.67716E-001                     6.66667E-001                     7.55483E+000                     5.88605E-001                     1.63644E+001                     8.56900E-001                     7.13800E-001                     2.71652E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.03911E+050                    -1.94060E-008                     4.94463E+052                     7.83834E+056                                        0                                        3                                        0                                        0                                        0                                        0                     4.43006E-001                     6.00000E+000                     1.19344E+003                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -6.11336E-002                    -2.65339E-001                    -9.37330E-003                    -4.78794E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.94463E+052                     2.26041E+052                     1.59292E+054                    -2.72965E+040                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -2.72861E+040                     0.00000E+000                     1.00280E+000                     1.00483E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -1.86466E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89536E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       7                                     1060                     1.60459E+003                     2.61400E+000                     2.40000E+001                    -9.90000E+001                     1.28151E+001                     5.32381E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     4.77588E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.26036E+034                     2.07373E+034                                        6                     2.33365E-003                                        5                     1.17915E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.06641E-003                     3.35287E+004                     2.40000E+100                     1.39703E-096                     3.84068E+006                     4.55469E+000                     4.79580E+000                     6.47416E+000                     4.19591E+000                     3.68632E-001                     6.66667E-001                     7.55514E+000                     5.90234E-001                     1.63662E+001                     8.56892E-001                     7.13782E-001                     2.71662E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.04050E+050                    -1.94505E-008                     4.95585E+052                     7.83567E+056                                        0                                        3                                        0                                        0                                        0                                        0                     3.10320E-001                     7.00000E+000                     1.60459E+003                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -4.79412E-002                    -2.42713E-001                    -7.35057E-003                    -4.37966E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.95585E+052                     2.28572E+052                     1.59328E+054                    -7.95505E+039                     0.00000E+000                    -1.03174E+037                     0.00000E+000                    -7.94473E+039                     0.00000E+000                     1.00135E+000                     1.00442E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -1.46011E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89536E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       8                                     1059                     2.15964E+003                     2.74433E+000                     2.40000E+001                    -9.90000E+001                     1.20961E+001                     5.02049E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     4.70516E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.20465E+034                     2.02117E+034                                        6                     1.99024E-005                                        5                     1.07417E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.06751E-003                     3.30705E+004                     2.40000E+100                     1.37794E-096                     3.79082E+006                     4.55595E+000                     4.80148E+000                     6.47864E+000                     4.19531E+000                     3.70604E-001                     6.66667E-001                     7.55704E+000                     5.97036E-001                     1.63747E+001                     8.56881E-001                     7.13762E-001                     2.71676E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.04895E+050                    -1.94489E-008                     4.93833E+052                     7.78291E+056                                        0                                        3                                        0                                        0                                        0                                        0                     6.31463E-001                     8.00000E+000                     2.15964E+003                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -4.34579E-002                    -2.21118E-001                    -6.66318E-003                    -3.99000E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.93833E+052                     2.30338E+052                     1.59328E+054                     5.79945E+039                     0.00000E+000                    -1.03174E+037                     0.00000E+000                     5.80977E+039                     0.00000E+000                     9.99390E-001                     1.00377E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -1.32264E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89536E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
                                       9                                     1058                     2.90895E+003                     2.87467E+000                     2.40000E+001                    -9.90000E+001                     1.13976E+001                     4.73256E-001                     7.81665E-008                     1.00000E+000                     1.00000E+000                                        0                     1.00000E+000                                        5                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                                       -1                     1.00000E+000                     4.67780E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     1.17837E+034                     1.99063E+034                                        5                     1.03164E-001                                        4                     2.45290E-001                     0.00000E+000                     0.00000E+000                     2.40000E+001                     1.00000E+000                     1.06558E-003                     3.24648E+004                     2.40000E+100                     1.35270E-096                     3.71690E+006                     4.55835E+000                     4.81003E+000                     6.47083E+000                     4.19636E+000                     3.73413E-001                     6.66667E-001                     7.56046E+000                     6.08629E-001                     1.63894E+001                     8.56868E-001                     7.13735E-001                     2.71699E-001                     7.15500E-001                     2.70271E-001                     2.44729E-003                     7.17343E-004                     6.66017E-003                    -2.06429E+050                    -2.08693E-008                     4.88931E+052                     7.68064E+056                                        0                                        3                                        0                                        0                                        0                                        0                     7.14335E-001                     9.00000E+000                     2.90895E+003                     1.15000E+000                     1.59022E+001                     6.52210E+000                     5.54182E+000                    -5.12724E-002                    -2.01373E-001                    -7.86133E-003                    -3.63370E-002                     2.40000E+001                     1.68000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                    -9.90000E+001                     1.00000E+000                     1.00000E+000                     1.52087E+054                     4.88931E+052                     2.30944E+052                     1.59285E+054                     1.38517E+040                     0.00000E+000                    -1.03174E+037                     0.00000E+000                     1.38621E+040                     0.00000E+000                     9.96966E-001                     1.00267E+000                     1.00000E+000                     1.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                     0.00000E+000                    -1.56227E-002                    -1.00000E+000                     0.00000E+000                     7.00000E-001                     1.00000E+000                     2.89537E+004                     0.00000E+000                     0.00000E+000                     0.00000E+000 
